,maker,specific_origin,reference,review_date,cocoa_percent,maker_location,rating,bean_type,broad_origin,maker_location_latitude,maker_location_longitude,broad_origin_latitude,broad_origin_longitude
770,Pump Street Bakery,Guantupi River,1227,2014,85.0,United Kingdom,2.75,Forastero (Nacional),Ecuador,55.378051,-3.435973,-1.831239,-78.183406
771,Bright,"Camino Verde,Balao,Guayas",1231,2014,72.0,Australia,3.5,Blend,Ecuador,-25.274398,133.775136,-1.831239,-78.183406
772,"Smooth Chocolator, The","Porcelana,Sorotaima,Machiques,batch pcl001",1740,2016,70.0,Australia,4.0,Criollo,Ecuador,-25.274398,133.775136,-1.831239,-78.183406
773,"Smooth Chocolator, The",Camino Verde,1622,2015,72.0,Australia,4.0,Blend,Ecuador,-25.274398,133.775136,-1.831239,-78.183406
774,Spencer,"Ecuador,lot E432314L",1792,2016,70.0,Australia,3.75,Blend,Ecuador,-25.274398,133.775136,-1.831239,-78.183406
775,Belcolade,Ecuador,586,2010,71.0,Belgium,3.5,Blend,Ecuador,50.503887,4.469936,-1.831239,-78.183406
776,Benoit Nihant,Rio Peripa H,1141,2013,73.0,Belgium,4.0,Trinitario,Ecuador,50.503887,4.469936,-1.831239,-78.183406
777,Callebaut,Baking,141,2007,70.0,Belgium,1.0,Blend,Ecuador,50.503887,4.469936,-1.831239,-78.183406
778,Pierre Marcolini,"Los Rios,Puerto Romero,Equateur",129,2007,72.0,Belgium,3.75,Forastero (Nacional),Ecuador,50.503887,4.469936,-1.831239,-78.183406
779,Coppeneur,"Ecuador,Puristique",1169,2013,65.0,Germany,3.25,Forastero (Nacional),Ecuador,51.165691,10.451526,-1.831239,-78.183406
780,Coppeneur,Ecuador Puristique,817,2012,100.0,Germany,1.5,Blend,Ecuador,51.165691,10.451526,-1.831239,-78.183406
781,Coppeneur,"Los Rios,H Iara",558,2010,72.0,Germany,2.5,Nacional,Ecuador,51.165691,10.451526,-1.831239,-78.183406
782,Hachez,Arriba,166,2007,77.0,Germany,2.5,Forastero (Arriba),Ecuador,51.165691,10.451526,-1.831239,-78.183406
783,Britarev,Ecuador,1638,2015,70.0,Russia,3.25,Blend,Ecuador,61.52401,105.318756,-1.831239,-78.183406
784,Compania de Chocolate (Salgado),Esmeraldas,296,2008,88.0,Argentina,2.75,Forastero (Nacional),Ecuador,-38.416097,-63.616672,-1.831239,-78.183406
785,Salgado,Esmeraldas,288,2008,70.0,Argentina,3.5,Forastero (Nacional),Ecuador,-38.416097,-63.616672,-1.831239,-78.183406
786,Salgado,Rio Arriba,292,2008,70.0,Argentina,3.5,Forastero (Arriba) ASSS,Ecuador,-38.416097,-63.616672,-1.831239,-78.183406
787,Honest,"Ecuador,w,nibs",1327,2014,72.0,South Africa,2.5,Blend,Ecuador,-30.559482,22.937506,-1.831239,-78.183406
788,Fossa,"Camino Verde P,Balao,Guayas",1776,2016,75.0,Singapore,3.5,Blend,Ecuador,1.352083,103.819836,-1.831239,-78.183406
789,Holy Cacao,"Camino Verde P,Balao,Guayas",1466,2015,70.0,Israel,3.5,Blend,Ecuador,31.046051,34.851612,-1.831239,-78.183406
790,Manufaktura Czekolady,Grand Cru Ecuador,875,2012,70.0,Poland,3.25,Blend,Ecuador,51.919438,19.145136,-1.831239,-78.183406
791,Zart Pralinen,UNOCACE,1824,2016,70.0,Austria,2.75,Nacional (Arriba),Ecuador,47.516231,14.550072,-1.831239,-78.183406
792,Zotter,El Oro,879,2012,75.0,Austria,3.0,Forastero (Nacional),Ecuador,47.516231,14.550072,-1.831239,-78.183406
793,Nova Monda,"Punta Galera,cacao Nacional,gold label",935,2012,80.0,Nicaragua,3.25,Forastero (Nacional),Ecuador,12.865416,-85.207229,-1.831239,-78.183406
794,Szanto Tibor,Nacional,1668,2015,70.0,Hungary,3.25,Blend,Ecuador,47.162494,19.503304,-1.831239,-78.183406
795,Szanto Tibor,"Winak,Sumaco",1704,2015,70.0,Hungary,3.75,Forastero (Nacional),Ecuador,47.162494,19.503304,-1.831239,-78.183406
796,A. Morin,Colombie,1015,2013,70.0,France,2.75,Blend,Colombia,46.227638,2.213749,4.570868,-74.297333
797,Pralus,Colombie,40,2006,75.0,France,3.5,Trinitario,Colombia,46.227638,2.213749,4.570868,-74.297333
798,Castronovo,Sierra Nevada,1347,2014,72.0,United States,3.5,"Criollo, Trinitario",Colombia,37.09024,-95.712891,4.570868,-74.297333
799,Castronovo,Arauca,1371,2014,76.0,United States,3.5,"Criollo, Trinitario",Colombia,37.09024,-95.712891,4.570868,-74.297333
800,Dandelion,Colombian,805,2012,70.0,United States,3.25,Blend,Colombia,37.09024,-95.712891,4.570868,-74.297333
801,Guittard,Chucuri,15,2006,65.0,United States,3.0,Trinitario,Colombia,37.09024,-95.712891,4.570868,-74.297333
802,Map Chocolate,Colombia,1610,2015,75.0,United States,2.75,Blend,Colombia,37.09024,-95.712891,4.570868,-74.297333
803,Pacari,"Sierra Nevada,Tutu Iku",1848,2016,70.0,Ecuador,4.0,Blend,Colombia,-1.831239,-78.183406,4.570868,-74.297333
804,Eau de Rose,Tumaco,1812,2016,70.0,Canada,3.25,Blend,Colombia,56.130366,-106.346771,4.570868,-74.297333
805,Eau de Rose,Arauca,1812,2016,70.0,Canada,3.25,Blend,Colombia,56.130366,-106.346771,4.570868,-74.297333
806,Domori,Teyuna,272,2008,70.0,Italy,3.0,Blend,Colombia,41.87194,12.56738,4.570868,-74.297333
807,Silvio Bessone,"Porcelana,Colombia,Amazonas",741,2011,68.0,Italy,3.0,"Criollo, Trinitario",Colombia,41.87194,12.56738,4.570868,-74.297333
808,Artisan du Chocolat,"Colombia,Casa Luker",947,2012,72.0,United Kingdom,3.75,Blend,Colombia,55.378051,-3.435973,4.570868,-74.297333
809,Artisan du Chocolat (Casa Luker),"Orinoqua Region,Arauca",1181,2013,72.0,United Kingdom,2.75,Trinitario,Colombia,55.378051,-3.435973,4.570868,-74.297333
810,Dormouse,"Colombia,Batch 9",1676,2015,80.0,United Kingdom,2.75,"Criollo, Trinitario",Colombia,55.378051,-3.435973,4.570868,-74.297333
811,Willie's Cacao,Los Llanos,1848,2016,70.0,United Kingdom,4.0,Blend,Colombia,55.378051,-3.435973,4.570868,-74.297333
812,Willie's Cacao,Los Llanos,1227,2014,88.0,United Kingdom,3.0,Trinitario,Colombia,55.378051,-3.435973,4.570868,-74.297333
813,Cacao Hunters,Macondo,1816,2016,71.0,Colombia,3.75,Blend,Colombia,4.570868,-74.297333,4.570868,-74.297333
814,Cacao Hunters,Perla Negra,1816,2016,74.0,Colombia,3.75,Blend,Colombia,4.570868,-74.297333,4.570868,-74.297333
815,Cacao Hunters,Arhuacos,1662,2015,72.0,Colombia,3.75,Blend,Colombia,4.570868,-74.297333,4.570868,-74.297333
816,Cacao Hunters,Sierra Nevada,1430,2014,64.0,Colombia,3.5,Blend,Colombia,4.570868,-74.297333,4.570868,-74.297333
817,Cacao Hunters,Tumaco,1430,2014,70.0,Colombia,3.5,Blend,Colombia,4.570868,-74.297333,4.570868,-74.297333
818,Cacao Hunters,"Boyaca,Aprocampa Coop,Pauna",1434,2014,69.0,Colombia,2.75,Blend,Colombia,4.570868,-74.297333,4.570868,-74.297333
819,Cacao Hunters,Arauca,1434,2014,70.0,Colombia,3.25,Blend,Colombia,4.570868,-74.297333,4.570868,-74.297333
820,Carlotta Chocolat,Arauca,1884,2016,65.0,Colombia,3.0,Trinitario,Colombia,4.570868,-74.297333,4.570868,-74.297333
821,Carlotta Chocolat,Tumaco,1888,2016,65.0,Colombia,3.25,Trinitario,Colombia,4.570868,-74.297333,4.570868,-74.297333
822,Carlotta Chocolat,Cordoba,1888,2016,65.0,Colombia,3.25,Trinitario,Colombia,4.570868,-74.297333,4.570868,-74.297333
823,Carlotta Chocolat,Huila,1888,2016,65.0,Colombia,3.5,Trinitario,Colombia,4.570868,-74.297333,4.570868,-74.297333
824,Carlotta Chocolat,Cesar,1888,2016,65.0,Colombia,3.5,CCN51,Colombia,4.570868,-74.297333,4.570868,-74.297333
825,Luker,Santander,552,2010,65.0,Colombia,3.5,Blend,Colombia,4.570868,-74.297333,4.570868,-74.297333
826,Manifesto Cacao,Colombia,1331,2014,70.0,Colombia,2.75,Blend,Colombia,4.570868,-74.297333,4.570868,-74.297333
827,Mita,Tumaco,955,2012,65.0,Colombia,2.5,Blend,Colombia,4.570868,-74.297333,4.570868,-74.297333
828,Santander (Compania Nacional),Colombian 2008,404,2009,75.0,Colombia,2.75,Forastero (Nacional),Colombia,4.570868,-74.297333,4.570868,-74.297333
829,Santander (Compania Nacional),"Colombian w,nibs",414,2009,70.0,Colombia,3.0,Forastero (Nacional),Colombia,4.570868,-74.297333,4.570868,-74.297333
830,Santander (Compania Nacional),Colombian Semi Dark,32,2006,53.0,Colombia,2.0,Forastero (Nacional),Colombia,4.570868,-74.297333,4.570868,-74.297333
831,Santander (Compania Nacional),Colombian,32,2006,65.0,Colombia,3.0,Forastero (Nacional),Colombia,4.570868,-74.297333,4.570868,-74.297333
832,Santander (Compania Nacional),Colombian Dark,32,2006,70.0,Colombia,4.0,Forastero (Nacional),Colombia,4.570868,-74.297333,4.570868,-74.297333
833,Tablette (aka Vanillabeans),Colombia,1450,2015,70.0,Japan,3.0,Blend,Colombia,36.204824,138.252924,4.570868,-74.297333
834,Manufaktura Czekolady,Kolumbia,1279,2014,85.0,Poland,3.5,Blend,Colombia,51.919438,19.145136,4.570868,-74.297333
835,Martin Mayer,Tumaco,1836,2016,74.0,Austria,3.25,Blend,Colombia,47.516231,14.550072,4.570868,-74.297333
836,A. Morin,Papua New Guinea,1015,2013,70.0,France,3.25,Blend,Papua New Guinea,46.227638,2.213749,-6.314993,143.95555
837,Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,64.0,France,3.0,Blend,Papua New Guinea,46.227638,2.213749,-6.314993,143.95555
838,Michel Cluizel,Maralumi P,24,2006,64.0,France,4.0,Blend,Papua New Guinea,46.227638,2.213749,-6.314993,143.95555
839,Pralus,Papouasie,199,2008,75.0,France,3.0,Trinitario,Papua New Guinea,46.227638,2.213749,-6.314993,143.95555
840,Amano,Morobe,725,2011,70.0,United States,4.0,Blend,Papua New Guinea,37.09024,-95.712891,-6.314993,143.95555
841,Dandelion,Papua New Guinea,1153,2013,70.0,United States,3.5,Blend,Papua New Guinea,37.09024,-95.712891,-6.314993,143.95555
842,Dean and Deluca (Belcolade),Papua New Guinea,180,2007,64.0,United States,3.0,Blend,Papua New Guinea,37.09024,-95.712891,-6.314993,143.95555
843,Fresco,"Markham Valley,#219,LR,MC",899,2012,69.0,United States,3.5,Blend,Papua New Guinea,37.09024,-95.712891,-6.314993,143.95555
844,Fresco,"Markham Valley,#221,Dominican Republic,MC",899,2012,69.0,United States,3.5,Blend,Papua New Guinea,37.09024,-95.712891,-6.314993,143.95555
845,Fresco,"Markham Valley,#220,MR,MC",927,2012,69.0,United States,4.0,Trinitario,Papua New Guinea,37.09024,-95.712891,-6.314993,143.95555
846,Fresco,"Markham Valley,#222,LR,0C",931,2012,69.0,United States,3.0,Trinitario,Papua New Guinea,37.09024,-95.712891,-6.314993,143.95555
847,Manoa,Markham Valley,1522,2015,72.0,United States,3.5,Blend,Papua New Guinea,37.09024,-95.712891,-6.314993,143.95555
848,Mast Brothers,Papua New Guinea,777,2011,71.0,United States,2.75,Blend,Papua New Guinea,37.09024,-95.712891,-6.314993,143.95555
849,Scharffen Berger,Markham Valley,781,2011,68.0,United States,3.75,Blend,Papua New Guinea,37.09024,-95.712891,-6.314993,143.95555
850,Shark Mountain,Papua New Guinea,1450,2015,73.0,United States,3.5,Forastero,Papua New Guinea,37.09024,-95.712891,-6.314993,143.95555
851,Tejas,Aranama,805,2012,70.0,United States,3.0,Blend,Papua New Guinea,37.09024,-95.712891,-6.314993,143.95555
852,Zak's,"Papua New Guinea,Batch 2",1574,2015,70.0,United States,3.0,Blend,Papua New Guinea,37.09024,-95.712891,-6.314993,143.95555
853,Original Beans (Felchlin),Papua Kerafat,1438,2014,68.0,Switzerland,2.75,Blend,Papua New Guinea,46.818188,8.227512,-6.314993,143.95555
854,Cacao Sampaka,Papua,523,2010,71.0,Spain,4.0,Blend,Papua New Guinea,40.463667,-3.74922,-6.314993,143.95555
855,Ambrosia,Papua New Guinea,1498,2015,63.0,Canada,3.25,Blend,Papua New Guinea,56.130366,-106.346771,-6.314993,143.95555
856,Habitual,Papua New Guinea,1197,2014,80.0,Canada,2.75,Blend,Papua New Guinea,56.130366,-106.346771,-6.314993,143.95555
857,Soma,Papua New Guinea,983,2012,85.0,Canada,3.5,Trinitario,Papua New Guinea,56.130366,-106.346771,-6.314993,143.95555
858,Soma,Papua New Guinea,387,2009,70.0,Canada,3.5,Trinitario,Papua New Guinea,56.130366,-106.346771,-6.314993,143.95555
859,Soul,Papua New Guinea,1936,2017,77.0,Canada,3.25,Blend,Papua New Guinea,56.130366,-106.346771,-6.314993,143.95555
860,Bahen & Co.,Papua New Guinea,1474,2015,70.0,Australia,3.5,Blend,Papua New Guinea,-25.274398,133.775136,-6.314993,143.95555
861,Cravve,New Ireland,1283,2014,70.0,Australia,2.5,Forastero,Papua New Guinea,-25.274398,133.775136,-6.314993,143.95555
862,Cravve,Djual Island,975,2012,75.0,Australia,3.5,Forastero,Papua New Guinea,-25.274398,133.775136,-6.314993,143.95555
863,Matale,"Kulili P,2013",1177,2013,74.0,Australia,4.0,Trinitario,Papua New Guinea,-25.274398,133.775136,-6.314993,143.95555
864,Monsieur Truffe,Papaua New Guinea,1391,2014,70.0,Australia,3.25,Blend,Papua New Guinea,-25.274398,133.775136,-6.314993,143.95555
865,"Smooth Chocolator, The","Papua New Guinea,triple roast,batch 1",1662,2015,65.0,Australia,3.5,Blend,Papua New Guinea,-25.274398,133.775136,-6.314993,143.95555
866,Zokoko,Tokiala,701,2011,66.0,Australia,3.5,Trinitario,Papua New Guinea,-25.274398,133.775136,-6.314993,143.95555
867,Belcolade,Papua New Guinea,586,2010,64.0,Belgium,2.75,Blend,Papua New Guinea,50.503887,4.469936,-6.314993,143.95555
868,Neuhaus (Callebaut),Papua New Guinea,531,2010,70.0,Belgium,2.5,Criollo,Papua New Guinea,50.503887,4.469936,-6.314993,143.95555
869,Tablette (aka Vanillabeans),Papua,1450,2015,62.0,Japan,3.25,Blend,Papua New Guinea,36.204824,138.252924,-6.314993,143.95555
870,Captain Pembleton,"Saidor Estate,Madang P",1263,2014,70.0,New Zealand,3.5,Trinitario,Papua New Guinea,-40.900557,174.885971,-6.314993,143.95555
871,Captain Pembleton,Kulili Estate,1263,2014,70.0,New Zealand,3.75,Blend,Papua New Guinea,-40.900557,174.885971,-6.314993,143.95555
872,Ocho,"Papua New Guinea,Devotion",1411,2014,66.0,New Zealand,2.75,Blend,Papua New Guinea,-40.900557,174.885971,-6.314993,143.95555
873,Ocho,"Papua New Guinea,Revolution",1411,2014,70.0,New Zealand,3.0,Blend,Papua New Guinea,-40.900557,174.885971,-6.314993,143.95555
874,Ocho,"Papua New Guinea,Voodoo",1411,2014,88.0,New Zealand,3.25,Blend,Papua New Guinea,-40.900557,174.885971,-6.314993,143.95555
875,Ocho,"Papua New Guinea,Nib Bar",1411,2014,74.0,New Zealand,3.5,Blend,Papua New Guinea,-40.900557,174.885971,-6.314993,143.95555
876,Zotter,Huiwani Coop,879,2012,75.0,Austria,3.0,"Criollo, Trinitario",Papua New Guinea,47.516231,14.550072,-6.314993,143.95555
877,Omnom,Papua New Guinea,1247,2014,70.0,Iceland,3.0,Blend,Papua New Guinea,64.963051,-19.020835,-6.314993,143.95555
878,A. Morin,Bolivia,797,2012,70.0,France,3.5,Blend,Bolivia,46.227638,2.213749,-16.290154,-63.588653
879,Altus aka Cao Artisan,CIAAB Coop,1732,2016,60.0,United States,2.5,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
880,Altus aka Cao Artisan,Bolivia,1129,2013,80.0,United States,3.25,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
881,Altus aka Cao Artisan,Bolivia,1133,2013,60.0,United States,3.0,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
882,Animas,Alto Beni,1852,2016,75.0,United States,3.5,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
883,Bellflower,"Alto Beni,Palos Blanco",1804,2016,70.0,United States,3.25,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
884,Cao,Bolivia,1808,2016,75.0,United States,3.0,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
885,Castronovo,Bolivia,1101,2013,70.0,United States,3.0,Trinitario,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
886,Cello,Bolivia,1251,2014,70.0,United States,3.0,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
887,Chocolate Con Amor,Wild Bolivian,1760,2016,70.0,United States,2.5,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
888,Dark Forest,Bolivia,1708,2016,75.0,United States,3.25,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
889,DeVries,Bolivian,241,2008,80.0,United States,2.75,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
890,Dick Taylor,"Alto Beni,Wild Harvest,Limited Ed",1634,2015,70.0,United States,3.75,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
891,Dick Taylor,Bolivia,895,2012,75.0,United States,2.75,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
892,Fruition,"Wild Bolivian,Batch 2",1780,2016,74.0,United States,3.75,Beniano,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
893,Heirloom Cacao Preservation (Guittard),"Alto Beni,Upper Rio Beni,2014",1239,2014,67.0,United States,3.5,"Amazon, ICS",Bolivia,37.09024,-95.712891,-16.290154,-63.588653
894,Heirloom Cacao Preservation (Guittard),"Wild Beni,Lower Rio Beni,Tranquilidad,2014",1243,2014,67.0,United States,3.0,Beniano,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
895,Heirloom Cacao Preservation (Zokoko),"Alto Beni,Upper Rio Beni,2015",1744,2016,68.0,United States,3.75,"Amazon, ICS",Bolivia,37.09024,-95.712891,-16.290154,-63.588653
896,Heirloom Cacao Preservation (Zokoko),"Wild Beni,Lower Rio Beni,Tranquilidad,2015",1744,2016,72.0,United States,4.0,Beniano,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
897,L.A. Burdick (Felchlin),Bolivian,451,2009,68.0,United States,3.0,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
898,Letterpress,Beniamo,1562,2015,70.0,United States,3.25,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
899,Lillie Belle,"Bolivia,Wild Thing",903,2012,68.0,United States,3.5,Criollo,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
900,Lillie Belle,Wild Thing,947,2012,68.0,United States,3.5,Criollo,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
901,Meadowlands,Bolivia,1287,2014,70.0,United States,2.5,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
902,Middlebury,Alto Beni,887,2012,75.0,United States,2.0,Criollo,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
903,Parliament,Alto Beni,1251,2014,70.0,United States,3.0,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
904,Rogue,"Tranquilidad,Batch 1",1566,2015,75.0,United States,3.25,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
905,Rogue,"Silvestre,Batch 7,2013",1081,2013,75.0,United States,4.0,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
906,Rogue,"Silvestre,Batch 1,2011",793,2011,75.0,United States,3.0,Criollo,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
907,Solstice,Bolivia,1161,2013,70.0,United States,3.25,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
908,Taza,Alto Beni,785,2011,87.0,United States,3.25,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
909,Tejas,San Jose,829,2012,70.0,United States,2.75,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
910,Tejas,San Jose,971,2012,67.0,United States,3.25,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
911,Tocoti,"Wild Bolivian,Jungle Love",927,2012,77.0,United States,3.0,Criollo,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
912,twenty-four blackbirds,Palos Blancos,1026,2013,75.0,United States,2.5,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
913,Vicuna,Palos Blancos,1470,2015,70.0,United States,3.25,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
914,Vicuna,Palos Blancos + nibs,1470,2015,70.0,United States,3.25,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
915,Wm,"Wild Beniano,2016,batch 128,Heirloom",1912,2016,76.0,United States,3.5,Blend,Bolivia,37.09024,-95.712891,-16.290154,-63.588653
916,Felchlin,"Alto Beni,Cru Savage",56,2006,68.0,Switzerland,4.0,Criollo (Wild),Bolivia,46.818188,8.227512,-16.290154,-63.588653
917,Original Beans (Felchlin),"Alto Beni,Wild Harvest,Itenez R 24hr c",733,2011,66.0,Switzerland,3.75,Blend,Bolivia,46.818188,8.227512,-16.290154,-63.588653
918,Original Beans (Felchlin),"Alto Beni,Wild Harvest,Itenez R,60hr c",341,2009,68.0,Switzerland,3.25,Blend,Bolivia,46.818188,8.227512,-16.290154,-63.588653
919,Sprungli (Felchlin),Alto Beni,1057,2013,70.0,Switzerland,3.0,Criollo,Bolivia,46.818188,8.227512,-16.290154,-63.588653
920,Hummingbird,Bolivia,1307,2014,70.0,Canada,3.0,"Criollo, Trinitario",Bolivia,56.130366,-106.346771,-16.290154,-63.588653
921,Hummingbird,"Bolivia,Bo,nib,ia,w,nibs",1311,2014,70.0,Canada,3.0,"Criollo, Trinitario",Bolivia,56.130366,-106.346771,-16.290154,-63.588653
922,Palette de Bine,"Silvestre,La Paz,Beni",1570,2015,70.0,Canada,3.25,Blend,Bolivia,56.130366,-106.346771,-16.290154,-63.588653
923,Palette de Bine,"Alto Beni,Palos Blancos",1239,2014,72.0,Canada,2.75,Blend,Bolivia,56.130366,-106.346771,-16.290154,-63.588653
924,Sirene,Wild Bolivia,1788,2016,73.0,Canada,3.5,Blend,Bolivia,56.130366,-106.346771,-16.290154,-63.588653
925,Soma,"Alto Beni,Wild Bolivian",676,2011,70.0,Canada,3.5,Nacional,Bolivia,56.130366,-106.346771,-16.290154,-63.588653
926,"Smooth Chocolator, The",Bolivia,1626,2015,72.0,Australia,2.75,Blend,Bolivia,-25.274398,133.775136,-16.290154,-63.588653
927,Zokoko,Alto Beni,697,2011,68.0,Australia,3.5,Blend,Bolivia,-25.274398,133.775136,-16.290154,-63.588653
928,Zokoko,"Tranquilidad,Baures",701,2011,72.0,Australia,3.75,Blend,Bolivia,-25.274398,133.775136,-16.290154,-63.588653
929,Oialla by Bojessen (Malmo),"Sylvestre,Oialla",761,2011,70.0,Germany,3.5,Criollo,Bolivia,51.165691,10.451526,-16.290154,-63.588653
930,Compania de Chocolate (Salgado),Moxos,292,2008,72.0,Argentina,3.25,Blend,Bolivia,-38.416097,-63.616672,-16.290154,-63.588653
931,El Ceibo,"Alto Beni,Covendo Region",709,2011,75.0,Bolivia,3.75,Blend,Bolivia,-16.290154,-63.588653,-16.290154,-63.588653
932,El Ceibo,Alto Beni,252,2008,71.0,Bolivia,2.75,Blend,Bolivia,-16.290154,-63.588653,-16.290154,-63.588653
933,Martin Mayer,Alto Beni,1836,2016,76.0,Austria,2.75,Blend,Bolivia,47.516231,14.550072,-16.290154,-63.588653
934,Zotter,El Ceibo Coop,879,2012,90.0,Austria,3.25,Blend,Bolivia,47.516231,14.550072,-16.290154,-63.588653
935,Alain Ducasse,Vietnam,1215,2014,75.0,France,2.75,Trinitario,Vietnam,46.227638,2.213749,14.058324,108.277199
936,Erithaj (A. Morin),Ben Tre,1205,2014,70.0,France,3.25,Trinitario,Vietnam,46.227638,2.213749,14.058324,108.277199
937,Erithaj (A. Morin),Ham Luong,1209,2014,80.0,France,3.0,Trinitario,Vietnam,46.227638,2.213749,14.058324,108.277199
938,Erithaj (A. Morin),Ba Lai,1209,2014,74.0,France,3.25,Trinitario,Vietnam,46.227638,2.213749,14.058324,108.277199
939,Laia aka Chat-Noir,"Vietnam,Batch 50,100",1590,2015,75.0,France,2.75,Trinitario,Vietnam,46.227638,2.213749,14.058324,108.277199
940,Laia aka Chat-Noir,"Lam Dong,Batch 153",1642,2015,75.0,France,3.75,Trinitario,Vietnam,46.227638,2.213749,14.058324,108.277199
941,Vietcacao (A. Morin),"Ben Tre,Mekong Delta,MoCay",951,2012,70.0,France,3.5,Trinitario,Vietnam,46.227638,2.213749,14.058324,108.277199
942,Arete,Tien Giang,1900,2016,73.0,United States,3.5,Trinitario,Vietnam,37.09024,-95.712891,14.058324,108.277199
943,Arete,Lam Dong,1928,2016,73.0,United States,3.25,Blend,Vietnam,37.09024,-95.712891,14.058324,108.277199
944,Confluence,"Tien Giang,2015,batch 10,2,16",1916,2016,78.0,United States,2.75,Trinitario,Vietnam,37.09024,-95.712891,14.058324,108.277199
945,DAR,Vietnam,1920,2016,72.0,United States,3.0,Trinitario,Vietnam,37.09024,-95.712891,14.058324,108.277199
946,Dick Taylor,Tien Giang,1864,2016,78.0,United States,3.5,Trinitario,Vietnam,37.09024,-95.712891,14.058324,108.277199
947,Map Chocolate,"Ben Tre,Surprise Valley",1896,2016,75.0,United States,3.25,Trinitario,Vietnam,37.09024,-95.712891,14.058324,108.277199
948,Mutari,"Tien Giang,batch 1 SRB",1900,2016,80.0,United States,3.0,Trinitario,Vietnam,37.09024,-95.712891,14.058324,108.277199
949,Scharffen Berger,Ben Tre,445,2009,72.0,United States,3.75,Trinitario,Vietnam,37.09024,-95.712891,14.058324,108.277199
950,Alexandre,Tien Giang,1944,2017,70.0,Netherlands,3.5,Trinitario,Vietnam,52.132633,5.291266,14.058324,108.277199
951,Hummingbird,Lam Dong,1542,2015,70.0,Canada,3.5,Trinitario,Vietnam,56.130366,-106.346771,14.058324,108.277199
952,Palette de Bine,Lam Dong,1574,2015,72.0,Canada,3.75,Trinitario,Vietnam,56.130366,-106.346771,14.058324,108.277199
953,Soma,"Tien Giang,Black S,batch VIT604200",1828,2016,70.0,Canada,4.0,Trinitario,Vietnam,56.130366,-106.346771,14.058324,108.277199
954,Artisan du Chocolat,Ba Ria Vung Tau Province,600,2010,72.0,United Kingdom,3.25,Trinitario,Vietnam,55.378051,-3.435973,14.058324,108.277199
955,Hotel Chocolat (Coppeneur),"Mekong Delta,Dong Nai",1038,2013,80.0,United Kingdom,3.5,Trinitario,Vietnam,55.378051,-3.435973,14.058324,108.277199
956,"Smooth Chocolator, The",Tien Giang,1864,2016,70.0,Australia,3.0,Trinitario,Vietnam,-25.274398,133.775136,14.058324,108.277199
957,Frederic Blondeel,Vietnam,1542,2015,80.0,Belgium,3.0,Trinitario,Vietnam,50.503887,4.469936,14.058324,108.277199
958,Cacao Store,Vietnam,1684,2015,70.0,Japan,3.5,Trinitario,Vietnam,36.204824,138.252924,14.058324,108.277199
959,Tablette (aka Vanillabeans),Vietnam,1450,2015,60.0,Japan,3.25,Trinitario,Vietnam,36.204824,138.252924,14.058324,108.277199
960,Choco Dong,"Mekong Delta,early 2014 Harvest",1696,2015,70.0,South Korea,2.75,Trinitario,Vietnam,35.907757,127.766922,14.058324,108.277199
961,Grand Place,"Ben Tre,Dong Nai",741,2011,72.0,Vietnam,3.0,Trinitario,Vietnam,14.058324,108.277199,14.058324,108.277199
